"sentence_id","token_id","class","before","after"
1279,12,"PLAIN","states","states"
1279,13,"PLAIN","of","of"
1279,14,"PLAIN","Sonora","Sonora"
1279,15,"PLAIN","and","and"
1279,16,"PLAIN","Chihuahua","Chihuahua"
1279,17,"PUNCT",".","."
1280,0,"PLAIN","She","She"
1280,1,"PLAIN","had","had"
1280,2,"PLAIN","gone","gone"
1280,3,"PLAIN","to","to"
1280,4,"PLAIN","London","London"
1280,5,"PLAIN","with","with"
1280,6,"PLAIN","her","her"
1280,7,"PLAIN","master","master"
1280,8,"PLAIN","and","and"
1280,9,"PLAIN","his","his"
1280,10,"PLAIN","family","family"
1280,11,"PLAIN","in","in"
1280,12,"DATE","1828","eighteen twenty eight"
1280,13,"PLAIN","from","from"
1280,14,"PLAIN","Antigua","Antigua"
1280,15,"PUNCT",".","."
1281,0,"PLAIN","United","United"
1281,1,"PLAIN","Kingdom","Kingdom"
1281,2,"PUNCT",":",":"
1281,3,"PLAIN","House","House"
1281,4,"PLAIN","of","of"
1281,5,"PLAIN","Commons","Commons"
1281,6,"PUNCT",".","."
1282,0,"PLAIN","She","She"
1282,1,"PLAIN","is","is"
1282,2,"PLAIN","a","a"
1282,3,"PLAIN","scholar","scholar"
1282,4,"PLAIN","and","and"
1282,5,"PLAIN","curator","curator"
1282,6,"PUNCT",".","."
1283,0,"ELECTRONIC","PopWorld.com","p o p w o r l d dot c o m"
1283,1,"PUNCT",":",":"
1283,2,"PLAIN","Pipettes","Pipettes"
1283,3,"PLAIN","Popworld","Popworld"
1283,4,"PLAIN","Interview","Interview"
1283,5,"PLAIN","Archived","Archived"
1283,6,"DATE","13 November 2006","the thirteenth of november two thousand six"
1283,7,"PLAIN","at","at"
1283,8,"PLAIN","the","the"
1283,9,"PLAIN","Wayback","Wayback"
1283,10,"PLAIN","Machine","Machine"
1283,11,"PUNCT",".","."
1284,0,"PLAIN","Drivas","Drivas"
1284,1,"PUNCT",",",","
1284,2,"LETTERS","J.","j"
1284,3,"VERBATIM","&","and"
1284,4,"LETTERS","M.","m"
1284,5,"PLAIN","Jay","Jay"
1284,6,"PUNCT","(","("
1284,7,"DATE","1988","nineteen eighty eight"
1284,8,"PUNCT",")",")"
1284,9,"PUNCT",".","."
1285,0,"PLAIN","Lindley","Lindley"
1285,1,"PUNCT",",",","
1285,2,"PLAIN","John","John"
1285,3,"PUNCT","(","("
1285,4,"DATE","1960","nineteen sixty"
1285,5,"PUNCT",")",")"
1285,6,"PUNCT",".","."
1286,0,"PLAIN","The","The"
1286,1,"PLAIN","Arab","Arab"
1286,2,"PLAIN","world","world"
1286,3,"PLAIN","is","is"
1286,4,"PLAIN","also","also"
1286,5,"PLAIN","home","home"
1286,6,"PLAIN","to","to"
1286,7,"PLAIN","sizeable","sizeable"
1286,8,"PLAIN","populations","populations"
1286,9,"PLAIN","of","of"
1286,10,"PLAIN","Turkmen","Turkmen"
1286,11,"PUNCT",",",","
1286,12,"PLAIN","such","such"
1286,13,"PLAIN","as","as"
1286,14,"PLAIN","Iraqi","Iraqi"
1286,15,"PLAIN","Turkmen","Turkmen"
1286,16,"PUNCT",".","."
1287,0,"PLAIN","In","In"
1287,1,"DATE","1944","nineteen forty four"
1287,2,"PUNCT",",",","
1287,3,"PLAIN","he","he"
1287,4,"PLAIN","died","died"
1287,5,"PLAIN","while","while"
1287,6,"PLAIN","visiting","visiting"
1287,7,"PLAIN","another","another"
1287,8,"PLAIN","daughter","daughter"
1287,9,"PLAIN","in","in"
1287,10,"PLAIN","st","saint"
1287,11,"PLAIN","Petersburg","Petersburg"
1287,12,"PUNCT",",",","
1287,13,"PLAIN","Florida","Florida"
1287,14,"PUNCT",".","."
1288,0,"PLAIN","This","This"
1288,1,"PLAIN","intrusion","intrusion"
1288,2,"PLAIN","resulted","resulted"
1288,3,"PLAIN","in","in"
1288,4,"PLAIN","a","a"
1288,5,"PLAIN","small","small"
1288,6,"PLAIN","coolant","coolant"
1288,7,"PLAIN","leak","leak"
1288,8,"PLAIN","inside","inside"
1288,9,"PLAIN","the","the"
1288,10,"PLAIN","battery","battery"
1288,11,"PLAIN","of","of"
1288,12,"PLAIN","approximately","approximately"
1288,13,"MEASURE","50 mL","fifty milliliters"
1288,14,"PUNCT",".","."
1289,0,"PLAIN","Mindful","Mindful"
1289,1,"PLAIN","of","of"
1289,2,"PLAIN","the","the"
1289,3,"PLAIN","succession","succession"
1289,4,"PLAIN","in","in"
1289,5,"PLAIN","the","the"
1289,6,"PLAIN","Electorate","Electorate"
1289,7,"PLAIN","of","of"
1289,8,"PLAIN","the","the"
1289,9,"PLAIN","Palatinate","Palatinate"
1289,10,"PLAIN","and","and"
1289,11,"PLAIN","Bavaria","Bavaria"
1289,12,"PUNCT",",",","
1289,13,"PLAIN","he","he"
1289,14,"PLAIN","decided","decided"
1289,15,"PLAIN","to","to"
1289,16,"PLAIN","convert","convert"
1289,17,"PLAIN","to","to"
1289,18,"PLAIN","Catholicism","Catholicism"
1289,19,"PUNCT",".","."
1290,0,"PLAIN","The","The"
1290,1,"PLAIN","Emmy","Emmy"
1290,2,"PLAIN","Awards","Awards"
1290,3,"PUNCT",".","."
1291,0,"DATE","2011","twenty eleven"
1291,1,"PLAIN","Automobile","Automobile"
1291,2,"PLAIN","of","of"
1291,3,"PLAIN","the","the"
1291,4,"PLAIN","Year","Year"
1291,5,"PLAIN","by","by"
1291,6,"PLAIN","Automobile","Automobile"
1291,7,"PLAIN","Magazine","Magazine"
1291,8,"PUNCT",".","."
1292,0,"PLAIN","We","We"
1292,1,"PLAIN","believe","believe"
1292,2,"PLAIN","that","that"
1292,3,"PLAIN","the","the"
1292,4,"PLAIN","sacredness","sacredness"
1292,5,"PLAIN","of","of"
1292,6,"PLAIN","each","each"
1292,7,"PLAIN","human","human"
1292,8,"PLAIN","person","person"
1292,9,"PLAIN","and","and"
1292,10,"PLAIN","of","of"
1292,11,"PLAIN","the","the"
1292,12,"PLAIN","earth","earth"
1292,13,"PLAIN","leads","leads"
1292,14,"PLAIN","logically","logically"
1292,15,"PLAIN","to","to"
1292,16,"PLAIN","non","non"
1292,17,"PLAIN","violent","violent"
1292,18,"PUNCT",",",","
1292,19,"PLAIN","mutually","mutually"
1292,20,"PLAIN","affirming","affirming"
1292,21,"PLAIN","relationships","relationships"
1292,22,"PUNCT",".","."
1293,0,"PLAIN","He","He"
1293,1,"PLAIN","portrays","portrays"
1293,2,"PLAIN","the","the"
1293,3,"PLAIN","college","college"
1293,4,"PLAIN","roommate","roommate"
1293,5,"PLAIN","of","of"
1293,6,"PLAIN","Travis","Travis"
1293,7,"PLAIN","Cobb","Cobb"
1293,8,"PUNCT","(","("
1293,9,"PLAIN","Dan","Dan"
1293,10,"PLAIN","Byrd","Byrd"
1293,11,"PUNCT",")",")"
1293,12,"PUNCT",",",","
1293,13,"PLAIN","the","the"
1293,14,"PLAIN","son","son"
1293,15,"PLAIN","of","of"
1293,16,"PLAIN","series","series"
1293,17,"PLAIN","protagonist","protagonist"
1293,18,"PLAIN","Jules","Jules"
1293,19,"PLAIN","Cobb","Cobb"
1293,20,"PUNCT","(","("
1293,21,"PLAIN","Courteney","Courteney"
1293,22,"PLAIN","Cox","Cox"
1293,23,"PUNCT",")",")"
1293,24,"PUNCT",".","."
1294,0,"PLAIN","Western","Western"
1294,1,"PLAIN","Downs","Downs"
1294,2,"PLAIN","Regional","Regional"
1294,3,"PLAIN","Council","Council"
1294,4,"PUNCT",".","."
1295,0,"PLAIN","The","The"
1295,1,"PLAIN","Times","Times"
1295,2,"PUNCT",",",","
1295,3,"DATE","1 March 1833","the first of march eighteen thirty three"
1295,4,"PUNCT",",",","
1295,5,"PLAIN","p","p"
1295,6,"PUNCT",".","."
1295,7,"CARDINAL","6","six"
1295,8,"PUNCT",":",":"
1295,9,"PLAIN","Wood","Wood"
1295,10,"PLAIN","v","v"
1295,11,"PUNCT",".","."
1295,12,"PLAIN","Pringle","Pringle"
1295,13,"PUNCT",",",","
1295,14,"PLAIN","Court","Court"
1295,15,"PLAIN","of","of"
1295,16,"PLAIN","King's","King's"
1295,17,"PLAIN","Bench","Bench"
1295,18,"PUNCT",",",","
1295,19,"DATE","27 February 1833","the twenty seventh of february eighteen thirty three"
1295,20,"PUNCT",".","."
1296,0,"PLAIN","Paul","Paul"
1296,1,"LETTERS","W.","w"
1296,2,"PLAIN","Ewald","Ewald"
1296,3,"PUNCT","(","("
1296,4,"PLAIN","born","born"
1296,5,"PLAIN","c","c"
1296,6,"PUNCT",".","."
1296,7,"DATE","1953","nineteen fifty three"
1296,8,"PUNCT",")",")"
1296,9,"PLAIN","is","is"
1296,10,"PLAIN","an","an"
1296,11,"PLAIN","evolutionary","evolutionary"
1296,12,"PLAIN","biologist","biologist"
1296,13,"PUNCT",",",","
1296,14,"PLAIN","specializing","specializing"
1296,15,"PLAIN","in","in"
1296,16,"PLAIN","the","the"
1296,17,"PLAIN","evolution","evolution"
1296,18,"PLAIN","of","of"
1296,19,"PLAIN","infectious","infectious"
1296,20,"PLAIN","disease","disease"
1296,21,"PUNCT",".","."
1297,0,"PLAIN","Encyclopedia","Encyclopedia"
1297,1,"PLAIN","of","of"
1297,2,"PLAIN","Virginia","Virginia"
1297,3,"PLAIN","Biography","Biography"
1297,4,"PUNCT",";",";"
1297,5,"PLAIN","Volume","Volume"
1297,6,"CARDINAL","2","two"
1297,7,"PUNCT","(","("
1297,8,"PLAIN","Lyon","Lyon"
1297,9,"PLAIN","Gardiner","Gardiner"
1297,10,"PLAIN","Tyler","Tyler"
1297,11,"PLAIN","ed","ed"
1297,12,"PUNCT",".","."
1298,0,"PLAIN","Ilijas","Ilijas"
1298,1,"PLAIN","Pasic","Pasic"
1298,2,"PUNCT","(","("
1298,3,"PLAIN","born","born"
1298,4,"DATE","10 May 1934","the tenth of may nineteen thirty four"
1298,5,"PLAIN","in","in"
1298,6,"PLAIN","Herceg","Herceg"
1298,7,"PLAIN","Novi","Novi"
1298,8,"PUNCT",")",")"
1298,9,"PLAIN","is","is"
1298,10,"PLAIN","a","a"
1298,11,"PLAIN","former","former"
1298,12,"PLAIN","Yugoslav","Yugoslav"
1298,13,"PLAIN","football","football"
1298,14,"PLAIN","player","player"
1298,15,"PLAIN","and","and"
1298,16,"PLAIN","manager","manager"
1298,17,"PUNCT",".","."
1299,0,"PLAIN","Langs","Langs"
1299,1,"PUNCT",",",","
1299,2,"LETTERS","R.","r"
1299,3,"PUNCT","(","("
1299,4,"DATE","1994","nineteen ninety four"
1299,5,"PUNCT",")",")"
1299,6,"PUNCT",".","."
1300,0,"PLAIN","He","He"
1300,1,"PLAIN","holds","holds"
1300,2,"PLAIN","a","a"
1300,3,"PLAIN","Bachelor","Bachelor"
1300,4,"PLAIN","of","of"
1300,5,"PLAIN","Science","Science"
1300,6,"PLAIN","from","from"
1300,7,"PLAIN","the","the"
1300,8,"PLAIN","University","University"
1300,9,"PLAIN","of","of"
1300,10,"PLAIN","Illinois","Illinois"
1300,11,"PLAIN","at","at"
1300,12,"PLAIN","Urbana","Urbana"
1300,13,"PLAIN","Champaign","Champaign"
1300,14,"PUNCT","(","("
1300,15,"DATE","1968","nineteen sixty eight"
1300,16,"PUNCT",")",")"
1300,17,"PUNCT",".","."
1301,0,"PUNCT","""",""""
1301,1,"PLAIN","Case","Case"
1301,2,"PLAIN","of","of"
1301,3,"LETTERS","Uson","u s o n"
1301,4,"PLAIN","Ramirez","Ramirez"
1301,5,"PLAIN","v","v"
1301,6,"PUNCT",".","."
1301,7,"PLAIN","Venezuela","Venezuela"
1301,8,"PUNCT","""",""""
1301,9,"PUNCT","(","("
1301,10,"LETTERS","PDF","p d f"
1301,11,"PUNCT",")",")"
1301,12,"PUNCT",".","."
1302,0,"PUNCT","""",""""
1302,1,"PLAIN","Social","Social"
1302,2,"PLAIN","Status","Status"
1302,3,"PUNCT",":",":"
1302,4,"PLAIN","MetaCafe's","MetaCafe's"
1302,5,"PLAIN","Kipkay","Kipkay"
1302,6,"PLAIN","makes","makes"
1302,7,"PLAIN","a","a"
1302,8,"PLAIN","living","living"
1302,9,"PLAIN","doing","doing"
1302,10,"PLAIN","online","online"
1302,11,"PLAIN","videos","videos"
1302,12,"PUNCT","""",""""
1302,13,"PUNCT",".","."
1303,0,"PLAIN","Petrescu","Petrescu"
1303,1,"PUNCT",",",","
1303,2,"LETTERS","I.","i"
1303,3,"VERBATIM","&","and"
1303,4,"PLAIN","Chatterjee","Chatterjee"
1303,5,"PUNCT",",",","
1303,6,"LETTERS","T.","t"
1303,7,"PUNCT","(","("
1303,8,"DATE","2011","twenty eleven"
1303,9,"PUNCT",")",")"
1303,10,"PUNCT",".","."
1304,0,"PLAIN","Vulgate","Vulgate"
1304,1,"PUNCT","""",""""
1304,2,"PLAIN","salutate","salutate"
1304,3,"PLAIN","Andronicum","Andronicum"
1304,4,"PLAIN","et","et"
1304,5,"PLAIN","Iuniam","Iuniam"
1304,6,"PUNCT",",",","
1304,7,"PLAIN","cognatos","cognatos"
1304,8,"PLAIN","et","et"
1304,9,"PLAIN","concaptivos","concaptivos"
1304,10,"LETTERS","meos","m e o s"
1304,11,"PUNCT",",",","
1304,12,"PLAIN","qui","qui"
1304,13,"PLAIN","sunt","sunt"
1304,14,"PLAIN","nobiles","nobiles"
1304,15,"PLAIN","in","in"
1304,16,"PLAIN","apostolis","apostolis"
1304,17,"PUNCT",",",","
1304,18,"PUNCT",".","."
1305,0,"PLAIN","Hong","Hong"
1305,1,"PUNCT",",",","
1305,2,"PLAIN","Grace","Grace"
1305,3,"PLAIN","Danbi","Danbi"
1305,4,"PUNCT","(","("
1305,5,"DATE","5 November 2013","the fifth of november twenty thirteen"
1305,6,"PUNCT",")",")"
1305,7,"PUNCT",".","."
1306,0,"PLAIN","The","The"
1306,1,"PLAIN","fluctuating","fluctuating"
1306,2,"PLAIN","membership","membership"
1306,3,"PLAIN","size","size"
1306,4,"PLAIN","has","has"
1306,5,"PLAIN","had","had"
1306,6,"PLAIN","varied","varied"
1306,7,"PLAIN","estimates","estimates"
1306,8,"PUNCT",".","."
1307,0,"PLAIN","LaMarr","LaMarr"
1307,1,"PLAIN","Woodley","Woodley"
1307,2,"PLAIN","kills","kills"
1307,3,"PLAIN","people","people"
1307,4,"PUNCT",".","."
1307,5,"PUNCT","""",""""
1308,0,"PUNCT","""",""""
1308,1,"PLAIN","Family","Family"
1308,2,"PLAIN","like","like"
1308,3,"PLAIN","bond","bond"
1308,4,"PLAIN","of","of"
1308,5,"PLAIN","loyalty","loyalty"
1308,6,"PUNCT",",",","
1308,7,"PLAIN","trust","trust"
1308,8,"PLAIN","keeps","keeps"
1308,9,"PLAIN","Circle","Circle"
1308,10,"PLAIN","Bar","Bar"
1308,11,"PLAIN","going","going"
1308,12,"PUNCT","""",""""
1308,13,"PUNCT",".","."
1309,0,"PUNCT","""",""""
1309,1,"PLAIN","Leopoldo","Leopoldo"
1309,2,"PLAIN","Lopez","Lopez"
1309,3,"PLAIN","vs","versus"
1309,4,"PLAIN","The","The"
1309,5,"PLAIN","Bolivarian","Bolivarian"
1309,6,"PLAIN","Republic","Republic"
1309,7,"PLAIN","of","of"
1309,8,"PLAIN","Venezuela","Venezuela"
1309,9,"PUNCT","""",""""
1309,10,"PUNCT","(","("
1309,11,"LETTERS","PDF","p d f"
1309,12,"PUNCT",")",")"
1309,13,"PUNCT",".","."
1310,0,"PLAIN","Today","Today"
1310,1,"PUNCT",",",","
1310,2,"PLAIN","Circle","Circle"
1310,3,"PLAIN","C","C"
1310,4,"PLAIN","Ranch","Ranch"
1310,5,"PLAIN","includes","includes"
1310,6,"PLAIN","more","more"
1310,7,"PLAIN","than","than"
1310,8,"CARDINAL","4,800","four thousand eight hundred"
1310,9,"PLAIN","homes","homes"
1310,10,"PUNCT",".","."
1311,0,"PLAIN","Retrieved","Retrieved"
1311,1,"DATE","April 25, 2010","april twenty fifth twenty ten"
1311,2,"PUNCT",".","."
1312,0,"PLAIN","Darzins","Darzins"
1312,1,"PUNCT",",",","
1312,2,"LETTERS","A.","a"
1312,3,"PUNCT",",",","
1312,4,"DATE","2008","two thousand eight"
1312,5,"PUNCT",".","."
1313,0,"PLAIN","This","This"
1313,1,"PLAIN","is","is"
1313,2,"PLAIN","not","not"
1313,3,"PLAIN","suitable","suitable"
1313,4,"PLAIN","for","for"
1313,5,"PLAIN","a","a"
1313,6,"PLAIN","display","display"
1313,7,"PLAIN","situation","situation"
1313,8,"PLAIN","where","where"
1313,9,"PLAIN","a","a"
1313,10,"PLAIN","large","large"
1313,11,"PLAIN","number","number"
1313,12,"PLAIN","of","of"
1313,13,"PLAIN","minor","minor"
1313,14,"PLAIN","updates","updates"
1313,15,"PLAIN","are","are"
1313,16,"PLAIN","needed","needed"
1313,17,"PLAIN","all","all"
1313,18,"PLAIN","the","the"
1313,19,"PLAIN","time","time"
1313,20,"PUNCT",".","."
1314,0,"PLAIN","She","She"
1314,1,"PLAIN","has","has"
1314,2,"PLAIN","three","three"
1314,3,"PLAIN","daughters","daughters"
1314,4,"PUNCT",",",","
1314,5,"PLAIN","one","one"
1314,6,"PLAIN","son","son"
1314,7,"PUNCT",",",","
1314,8,"PLAIN","and","and"
1314,9,"PLAIN","twelve","twelve"
1314,10,"PLAIN","grandchildren","grandchildren"
1314,11,"PUNCT",".","."
1315,0,"PLAIN","Saltwater","Saltwater"
1315,1,"PLAIN","fish","fish"
1315,2,"PLAIN","tend","tend"
1315,3,"PLAIN","to","to"
1315,4,"PLAIN","lose","lose"
1315,5,"PLAIN","water","water"
1315,6,"PLAIN","because","because"
1315,7,"PLAIN","of","of"
1315,8,"PLAIN","osmosis","osmosis"
1315,9,"PUNCT",".","."
1316,0,"PLAIN","Gaudet","Gaudet"
1316,1,"PLAIN","is","is"
1316,2,"PLAIN","of","of"
1316,3,"PLAIN","French","French"
1316,4,"PLAIN","descent","descent"
1316,5,"PLAIN","and","and"
1316,6,"PLAIN","comes","comes"
1316,7,"PLAIN","from","from"
1316,8,"PLAIN","a","a"
1316,9,"PLAIN","family","family"
1316,10,"PLAIN","of","of"
1316,11,"PLAIN","performers","performers"
1316,12,"PUNCT",".","."
1317,0,"LETTERS","ISBN","i s b n"
1317,1,"TELEPHONE","0-89879-823","o sil eight nine eight seven nine sil eight two three"
1317,2,"VERBATIM","-","-"
1317,3,"PLAIN","X","X"
1317,4,"PUNCT",".","."
1317,5,"PLAIN","James","James"
1317,6,"PUNCT",",",","
1317,7,"PLAIN","George","George"
1317,8,"PUNCT","(","("
1317,9,"DATE","24 August 1994","the twenty fourth of august nineteen ninety four"
1317,10,"PUNCT",")",")"
1317,11,"PUNCT",".","."
1318,0,"PLAIN","One","One"
1318,1,"PLAIN","of","of"
1318,2,"PLAIN","the","the"
1318,3,"PLAIN","biggest","biggest"
1318,4,"PLAIN","differences","differences"
1318,5,"PLAIN","between","between"
1318,6,"PLAIN","the","the"
1318,7,"PLAIN","digestive","digestive"
1318,8,"PLAIN","systems","systems"
1318,9,"PLAIN","of","of"
1318,10,"PLAIN","sharks","sharks"
1318,11,"PLAIN","and","and"
1318,12,"PLAIN","mammals","mammals"
1318,13,"PLAIN","is","is"
1318,14,"PLAIN","that","that"
1318,15,"PLAIN","sharks","sharks"
1318,16,"PLAIN","have","have"
1318,17,"PLAIN","much","much"
1318,18,"PLAIN","shorter","shorter"
1318,19,"PLAIN","intestines","intestines"
1318,20,"PUNCT",".","."
1319,0,"PLAIN","The","The"
1319,1,"PLAIN","Daily","Daily"
1319,2,"PLAIN","Beast","Beast"
1319,3,"PUNCT",".","."
1320,0,"PLAIN","DOS","DOS"
1320,1,"CARDINAL","610","six hundred ten"
1320,2,"VERBATIM","-","-"
1320,3,"PLAIN","W","W"
1320,4,"CARDINAL","64","sixty four"
1320,5,"CARDINAL","60","sixty"
1320,6,"PUNCT",".","."
1321,0,"PUNCT","""",""""
1321,1,"PLAIN","Hydrodeoxygenation","Hydrodeoxygenation"
1321,2,"PLAIN","of","of"
1321,3,"PLAIN","the","the"
1321,4,"PLAIN","Angelica","Angelica"
1321,5,"PLAIN","Lactone","Lactone"
1321,6,"PLAIN","Dimer","Dimer"
1321,7,"PUNCT",",",","
1321,8,"PLAIN","a","a"
1321,9,"PLAIN","Cellulose","Cellulose"
1321,10,"PLAIN","Based","Based"
1321,11,"PLAIN","Feedstock","Feedstock"
1321,12,"PUNCT",":",":"
1321,13,"PLAIN","Simple","Simple"
1321,14,"PUNCT",",",","
1321,15,"PLAIN","High","High"
1321,16,"PLAIN","Yield","Yield"
1321,17,"PLAIN","Synthesis","Synthesis"
1321,18,"PLAIN","of","of"
1321,19,"PLAIN","Branched","Branched"
1321,20,"LETTERS","C","C"
1321,21,"DIGIT","7-","seven"
1321,22,"LETTERS","C","C"
1321,23,"DIGIT","10","one o"
1321,24,"PLAIN","Gasoline","Gasoline"
1321,25,"PLAIN","like","like"
1321,26,"PLAIN","Hydrocarbons","Hydrocarbons"
1321,27,"PUNCT","""",""""
1321,28,"PUNCT",".","."
1322,0,"PLAIN","Device","Device"
1322,1,"PLAIN","fabrication","fabrication"
1322,2,"PLAIN","begins","begins"
1322,3,"PLAIN","by","by"
1322,4,"PLAIN","first","first"
1322,5,"PLAIN","wrapping","wrapping"
1322,6,"LETTERS","CNTs","c n t's"
1322,7,"PLAIN","in","in"
1322,8,"PLAIN","a","a"
1322,9,"PLAIN","gate","gate"
1322,10,"PLAIN","dielectric","dielectric"
1322,11,"PLAIN","and","and"
1322,12,"PLAIN","gate","gate"
1322,13,"PLAIN","contact","contact"
1322,14,"PLAIN","via","via"
1322,15,"PLAIN","atomic","atomic"
1322,16,"PLAIN","layer","layer"
1322,17,"PLAIN","deposition","deposition"
1322,18,"PUNCT",".","."
1323,0,"PLAIN","It","It"
1323,1,"PLAIN","was","was"
1323,2,"PLAIN","founded","founded"
1323,3,"PLAIN","in","in"
1323,4,"PLAIN","the","the"
1323,5,"DATE","1950s","nineteen fifties"
1323,6,"PLAIN","and","and"
1323,7,"PUNCT",",",","
1323,8,"PLAIN","after","after"
1323,9,"PLAIN","a","a"
1323,10,"PLAIN","period","period"
1323,11,"PLAIN","of","of"
1323,12,"PLAIN","inactivity","inactivity"
1323,13,"PUNCT",",",","
1323,14,"PLAIN","re","re"
1323,15,"PLAIN","founded","founded"
1323,16,"PLAIN","in","in"
1323,17,"DATE","1973","nineteen seventy three"
1323,18,"PUNCT",".","."
1324,0,"PLAIN","His","His"
1324,1,"PLAIN","two","two"
1324,2,"PLAIN","sons","sons"
1324,3,"PLAIN","appear","appear"
1324,4,"PLAIN","at","at"
1324,5,"PLAIN","the","the"
1324,6,"PLAIN","head","head"
1324,7,"PLAIN","of","of"
1324,8,"PLAIN","two","two"
1324,9,"PLAIN","later","later"
1324,10,"PLAIN","dynasties","dynasties"
1324,11,"PUNCT",".","."
1325,0,"PLAIN","In","In"
1325,1,"PLAIN","the","the"
1325,2,"PLAIN","basement","basement"
1325,3,"PLAIN","there","there"
1325,4,"PLAIN","are","are"
1325,5,"PLAIN","two","two"
1325,6,"PLAIN","circular","circular"
1325,7,"PLAIN","windows","windows"
1325,8,"PLAIN","above","above"
1325,9,"PLAIN","the","the"
1325,10,"PLAIN","ground","ground"
1325,11,"PLAIN","level","level"
1325,12,"PUNCT",".","."
1326,0,"PLAIN","World","World"
1326,1,"PLAIN","Cumacea","Cumacea"
1326,2,"PLAIN","database","database"
1326,3,"PUNCT",".","."
1327,0,"PLAIN","Sharon","Sharon"
1327,1,"PLAIN","Boswell","Boswell"
1327,2,"PLAIN","and","and"
1327,3,"PLAIN","Lorraine","Lorraine"
1327,4,"PLAIN","McConaghy","McConaghy"
1327,5,"PUNCT",",",","
1327,6,"PLAIN","A","A"
1327,7,"PLAIN","model","model"
1327,8,"PLAIN","for","for"
1327,9,"PLAIN","the","the"
1327,10,"PLAIN","future","future"
1327,11,"PUNCT",",",","
1327,12,"PLAIN","The","The"
1327,13,"PLAIN","Seattle","Seattle"
1327,14,"PLAIN","Times","Times"
1327,15,"PUNCT",",",","
1327,16,"DATE","September 22, 1996","september twenty second nineteen ninety six"
1327,17,"PUNCT",".","."
1328,0,"PLAIN","Kipleigh","Kipleigh"
1328,1,"PLAIN","Brown","Brown"
1328,2,"PLAIN","is","is"
1328,3,"PLAIN","an","an"
1328,4,"PLAIN","American","American"
1328,5,"PLAIN","actress","actress"
1328,6,"PLAIN","and","and"
1328,7,"PLAIN","photographic","photographic"
1328,8,"PLAIN","artist","artist"
1328,9,"PUNCT",".","."
1329,0,"PLAIN","The","The"
1329,1,"PLAIN","average","average"
1329,2,"PLAIN","household","household"
1329,3,"PLAIN","size","size"
1329,4,"PLAIN","was","was"
1329,5,"DECIMAL","2.56","two point five six"
1329,6,"PLAIN","and","and"
1329,7,"PLAIN","the","the"
1329,8,"PLAIN","average","average"
1329,9,"PLAIN","family","family"
1329,10,"PLAIN","size","size"
1329,11,"PLAIN","was","was"
1329,12,"DECIMAL","3.00","three point o o"
1329,13,"PUNCT",".","."
1330,0,"PLAIN","Crocker","Crocker"
1330,1,"PUNCT",",",","
1330,2,"PLAIN","Mark","Mark"
1330,3,"LETTERS","H.","h"
1330,4,"PUNCT",";",";"
1330,5,"PLAIN","et","et"
1330,6,"PLAIN","al","al"
1330,7,"PUNCT",".","."
1331,0,"PLAIN","Woods","Woods"
1331,1,"PUNCT",",",","
1331,2,"PLAIN","Don","Don"
1331,3,"LETTERS","E.","e"
1331,4,"PUNCT","""",""""
1331,5,"PLAIN","Fairfield","Fairfield"
1331,6,"PLAIN","Township","Township"
1331,7,"PLAIN","committeeman","committeeman"
1331,8,"PLAIN","steps","steps"
1331,9,"PLAIN","down","down"
1331,10,"PLAIN","for","for"
1331,11,"PLAIN","health","health"
1331,12,"PLAIN","reasons","reasons"
1331,13,"PUNCT","""",""""
1331,14,"PUNCT",",",","
1331,15,"PLAIN","South","South"
1331,16,"PLAIN","Jersey","Jersey"
1331,17,"PLAIN","Times","Times"
1331,18,"PUNCT",",",","
1331,19,"DATE","June 13, 2012","june thirteenth twenty twelve"
1331,20,"PUNCT",".","."
1332,0,"PLAIN","The","The"
1332,1,"PLAIN","per","per"
1332,2,"PLAIN","capita","capita"
1332,3,"PLAIN","income","income"
1332,4,"PLAIN","for","for"
1332,5,"PLAIN","the","the"
1332,6,"PLAIN","city","city"
1332,7,"PLAIN","was","was"
1332,8,"MONEY","$13,559","thirteen thousand five hundred fifty nine dollars"
1332,9,"PUNCT",".","."
1333,0,"PLAIN","Another","Another"
1333,1,"PLAIN","important","important"
1333,2,"PLAIN","economic","economic"
1333,3,"PLAIN","sector","sector"
1333,4,"PLAIN","is","is"
1333,5,"PLAIN","the","the"
1333,6,"PLAIN","growing","growing"
1333,7,"PLAIN","of","of"
1333,8,"PLAIN","bioproducts","bioproducts"
1333,9,"PLAIN","and","and"
1333,10,"PLAIN","forestry","forestry"
1333,11,"PUNCT",".","."
1334,0,"PLAIN","The","The"
1334,1,"PLAIN","station","station"
1334,2,"PLAIN","was","was"
1334,3,"PLAIN","opened","opened"
1334,4,"PLAIN","in","in"
1334,5,"DATE","1870","eighteen seventy"
1334,6,"PLAIN","and","and"
1334,7,"PLAIN","closed","closed"
1334,8,"PLAIN","in","in"
1334,9,"DATE","2006","two thousand six"
1334,10,"PUNCT",".","."
1335,0,"PLAIN","Most","Most"
1335,1,"PLAIN","of","of"
1335,2,"PLAIN","the","the"
1335,3,"PLAIN","time","time"
1335,4,"PUNCT",",",","
1335,5,"PLAIN","the","the"
1335,6,"PLAIN","exhibition","exhibition"
1335,7,"PLAIN","is","is"
1335,8,"PLAIN","set","set"
1335,9,"PLAIN","up","up"
1335,10,"PLAIN","outside","outside"
